treatment,projection,file,time,mV
control,nonspecific,controlbla015_5_17_21.adicht,25.600000000000648,-41.10932903755529
control,nonspecific,controlbla015_5_17_21.adicht,25.70000000000065,-41.11195292327625
control,nonspecific,controlbla015_5_17_21.adicht,25.80000000000065,-41.11526842947933
control,nonspecific,controlbla015_5_17_21.adicht,25.900000000000652,-41.11953198033159
control,nonspecific,controlbla015_5_17_21.adicht,26.000000000000654,-41.125000000000036
control,nonspecific,controlbla015_5_17_21.adicht,26.100000000000655,-41.12946984260519
control,nonspecific,controlbla015_5_17_21.adicht,26.200000000000657,-41.13428704940337
control,nonspecific,controlbla015_5_17_21.adicht,26.300000000000658,-41.13933949693843
control,nonspecific,controlbla015_5_17_21.adicht,26.40000000000066,-41.14451506175421
control,nonspecific,controlbla015_5_17_21.adicht,26.50000000000066,-41.14970162039457
control,nonspecific,controlbla015_5_17_21.adicht,26.600000000000662,-41.15478704940338
control,nonspecific,controlbla015_5_17_21.adicht,26.700000000000664,-41.15965922532446
control,nonspecific,controlbla015_5_17_21.adicht,26.800000000000665,-41.1642060247017
control,nonspecific,controlbla015_5_17_21.adicht,26.900000000000666,-41.16831532407893
control,nonspecific,controlbla015_5_17_21.adicht,27.000000000000668,-41.17187500000002
control,nonspecific,controlbla015_5_17_21.adicht,27.10000000000067,-41.174807853700045
control,nonspecific,controlbla015_5_17_21.adicht,27.20000000000067,-41.17717638517901
control,nonspecific,controlbla015_5_17_21.adicht,27.300000000000672,-41.17907801912814
control,nonspecific,controlbla015_5_17_21.adicht,27.400000000000674,-41.18061018023867
control,nonspecific,controlbla015_5_17_21.adicht,27.500000000000675,-41.181870293201825
control,nonspecific,controlbla015_5_17_21.adicht,27.600000000000676,-41.18295578270884
control,nonspecific,controlbla015_5_17_21.adicht,27.700000000000678,-41.18396407345093
control,nonspecific,controlbla015_5_17_21.adicht,27.80000000000068,-41.184992590119336
control,nonspecific,controlbla015_5_17_21.adicht,27.90000000000068,-41.18613875740529
control,nonspecific,controlbla015_5_17_21.adicht,28.000000000000682,-41.187499999999986
control,nonspecific,controlbla015_5_17_21.adicht,28.100000000000684,-41.18516300664441
control,nonspecific,controlbla015_5_17_21.adicht,28.200000000000685,-41.183706285613404
control,nonspecific,controlbla015_5_17_21.adicht,28.300000000000686,-41.18338510923158
control,nonspecific,controlbla015_5_17_21.adicht,28.400000000000688,-41.18445474982349
control,nonspecific,controlbla015_5_17_21.adicht,28.50000000000069,-41.18717047971372
control,nonspecific,controlbla015_5_17_21.adicht,28.60000000000069,-41.19178757122687
control,nonspecific,controlbla015_5_17_21.adicht,28.700000000000692,-41.19856129668749
control,nonspecific,controlbla015_5_17_21.adicht,28.800000000000693,-41.20774692842019
control,nonspecific,controlbla017_5_27_21.adicht,-20.0,-27.53125
control,nonspecific,controlbla017_5_27_21.adicht,-19.9,-27.503077145428687
control,nonspecific,controlbla017_5_27_21.adicht,-19.799999999999997,-27.478472034406202
control,nonspecific,controlbla017_5_27_21.adicht,-19.699999999999996,-27.457142417649358
control,nonspecific,controlbla017_5_27_21.adicht,-19.599999999999994,-27.43879604587494
control,nonspecific,controlbla017_5_27_21.adicht,-19.499999999999993,-27.423140669799746
control,nonspecific,controlbla017_5_27_21.adicht,-19.39999999999999,-27.40988404014057
control,nonspecific,controlbla017_5_27_21.adicht,-19.29999999999999,-27.39873390761421
control,nonspecific,controlbla017_5_27_21.adicht,-19.19999999999999,-27.389398022937467
control,nonspecific,controlbla017_5_27_21.adicht,-19.099999999999987,-27.381584136827136
control,nonspecific,controlbla017_5_27_21.adicht,-18.999999999999986,-27.375000000000004
control,nonspecific,controlbla017_5_27_21.adicht,-18.899999999999984,-27.369353363172866
control,nonspecific,controlbla017_5_27_21.adicht,-18.799999999999983,-27.364351977062526
control,nonspecific,controlbla017_5_27_21.adicht,-18.69999999999998,-27.359703592385788
control,nonspecific,controlbla017_5_27_21.adicht,-18.59999999999998,-27.355115959859425
control,nonspecific,controlbla017_5_27_21.adicht,-18.49999999999998,-27.350296830200257
control,nonspecific,controlbla017_5_27_21.adicht,-18.399999999999977,-27.34495395412506
control,nonspecific,controlbla017_5_27_21.adicht,-18.299999999999976,-27.32831676075117
control,nonspecific,controlbla017_5_27_21.adicht,-18.199999999999974,-27.302675706152197
control,nonspecific,controlbla017_5_27_21.adicht,-18.099999999999973,-27.27658870052786
control,nonspecific,controlbla017_5_27_21.adicht,-17.99999999999997,-27.249999999999993
control,nonspecific,controlbla017_5_27_21.adicht,-17.89999999999997,-27.222909604568578
control,nonspecific,controlbla017_5_27_21.adicht,-17.79999999999997,-27.195540489746307
control,nonspecific,controlbla017_5_27_21.adicht,-17.699999999999967,-27.16817137492404
control,nonspecific,controlbla017_5_27_21.adicht,-17.599999999999966,-27.141080979492628
control,nonspecific,controlbla017_5_27_21.adicht,-17.499999999999964,-27.11454802284293
control,nonspecific,controlbla017_5_27_21.adicht,-17.399999999999963,-27.08885122436579
control,nonspecific,controlbla017_5_27_21.adicht,-17.29999999999996,-27.06426930345207
control,nonspecific,controlbla017_5_27_21.adicht,-17.19999999999996,-27.04108097949263
control,nonspecific,controlbla017_5_27_21.adicht,-17.09999999999996,-27.019564971878314
control,nonspecific,controlbla017_5_27_21.adicht,-16.999999999999957,-26.999999999999993
control,nonspecific,controlbla017_5_27_21.adicht,-16.899999999999956,-26.982535557735826
control,nonspecific,controlbla017_5_27_21.adicht,-16.799999999999955,-26.966804236913248
control,nonspecific,controlbla017_5_27_21.adicht,-16.699999999999953,-26.95230940384701
control,nonspecific,controlbla017_5_27_21.adicht,-16.59999999999995,-26.93855442485187
control,nonspecific,controlbla017_5_27_21.adicht,-16.49999999999995,-26.92504266624257
control,nonspecific,controlbla017_5_27_21.adicht,-16.39999999999995,-26.911277494333863
control,nonspecific,controlbla017_5_27_21.adicht,-16.299999999999947,-26.896762275440505
control,nonspecific,controlbla017_5_27_21.adicht,-16.199999999999946,-26.881000375877232
control,nonspecific,controlbla017_5_27_21.adicht,-16.099999999999945,-26.863495161958813
control,nonspecific,controlbla017_5_27_21.adicht,-15.999999999999943,-26.84374999999999
control,nonspecific,controlbla017_5_27_21.adicht,-15.899999999999942,-26.821416914488072
control,nonspecific,controlbla017_5_27_21.adicht,-15.79999999999994,-26.79674256260065
control,nonspecific,controlbla017_5_27_21.adicht,-15.699999999999939,-26.770122259687856
control,nonspecific,controlbla017_5_27_21.adicht,-15.599999999999937,-26.741951321099837
control,nonspecific,controlbla017_5_27_21.adicht,-15.499999999999936,-26.71262506218674
control,nonspecific,controlbla017_5_27_21.adicht,-15.399999999999935,-26.682538798298697
control,nonspecific,controlbla017_5_27_21.adicht,-15.299999999999933,-26.652087844785864
control,nonspecific,controlbla017_5_27_21.adicht,-15.199999999999932,-26.621667516998365
control,nonspecific,controlbla017_5_27_21.adicht,-15.09999999999993,-26.59167313028636
control,nonspecific,controlbla017_5_27_21.adicht,-14.999999999999929,-26.562499999999986
control,nonspecific,controlbla017_5_27_21.adicht,-14.899999999999928,-26.5344530343118
control,nonspecific,controlbla017_5_27_21.adicht,-14.799999999999926,-26.507475512684074
control,nonspecific,controlbla017_5_27_21.adicht,-14.699999999999925,-26.481420307401468
control,nonspecific,controlbla017_5_27_21.adicht,-14.599999999999923,-26.456140290748674
control,nonspecific,controlbla017_5_27_21.adicht,-14.499999999999922,-26.431488335010375
control,nonspecific,controlbla017_5_27_21.adicht,-14.39999999999992,-26.407317312471246
control,nonspecific,controlbla017_5_27_21.adicht,-14.299999999999919,-26.383480095415955
control,nonspecific,controlbla017_5_27_21.adicht,-14.199999999999918,-26.3598295561292
control,nonspecific,controlbla017_5_27_21.adicht,-14.099999999999916,-26.336218566895653
control,nonspecific,controlbla017_5_27_21.adicht,-13.999999999999915,-26.31249999999998
control,nonspecific,controlbla017_5_27_21.adicht,-13.899999999999913,-26.288583448264625
control,nonspecific,controlbla017_5_27_21.adicht,-13.799999999999912,-26.264605386662975
control,nonspecific,controlbla017_5_27_21.adicht,-13.69999999999991,-26.240759010706167
control,nonspecific,controlbla017_5_27_21.adicht,-13.599999999999909,-26.21723751590534
control,nonspecific,controlbla017_5_27_21.adicht,-13.499999999999908,-26.19423409777165
control,nonspecific,controlbla017_5_27_21.adicht,-13.399999999999906,-26.17194195181622
control,nonspecific,controlbla017_5_27_21.adicht,-13.299999999999905,-26.150554273550195
control,nonspecific,controlbla017_5_27_21.adicht,-13.199999999999903,-26.130264258484726
control,nonspecific,controlbla017_5_27_21.adicht,-13.099999999999902,-26.111265102130943
control,nonspecific,controlbla017_5_27_21.adicht,-12.9999999999999,-26.093749999999986
control,nonspecific,controlbla017_5_27_21.adicht,-12.899999999999899,-26.0778069226296
control,nonspecific,controlbla017_5_27_21.adicht,-12.799999999999898,-26.063102940663942
control,nonspecific,controlbla017_5_27_21.adicht,-12.699999999999896,-26.049199899773768
control,nonspecific,controlbla017_5_27_21.adicht,-12.599999999999895,-26.035659645629842
control,nonspecific,controlbla017_5_27_21.adicht,-12.499999999999893,-26.022044023902918
control,nonspecific,controlbla017_5_27_21.adicht,-12.399999999999892,-26.007914880263773
control,nonspecific,controlbla017_5_27_21.adicht,-12.29999999999989,-25.99283406038314
control,nonspecific,controlbla017_5_27_21.adicht,-12.19999999999989,-25.976363409931793
control,nonspecific,controlbla017_5_27_21.adicht,-12.099999999999888,-25.95806477458048
control,nonspecific,controlbla017_5_27_21.adicht,-11.999999999999886,-25.937499999999982
control,nonspecific,controlbla017_5_27_21.adicht,-11.899999999999885,-25.914376361216874
control,nonspecific,controlbla017_5_27_21.adicht,-11.799999999999883,-25.888982850681167
control,nonspecific,controlbla017_5_27_21.adicht,-11.699999999999882,-25.861753890198656
control,nonspecific,controlbla017_5_27_21.adicht,-11.59999999999988,-25.833123901575178
control,nonspecific,controlbla017_5_27_21.adicht,-11.49999999999988,-25.80352730661655
control,nonspecific,controlbla017_5_27_21.adicht,-11.399999999999878,-25.773398527128595
control,nonspecific,controlbla017_5_27_21.adicht,-11.299999999999876,-25.743171984917137
control,nonspecific,controlbla017_5_27_21.adicht,-11.199999999999875,-25.713282101788
control,nonspecific,controlbla017_5_27_21.adicht,-11.099999999999874,-25.684163299547002
control,nonspecific,controlbla017_5_27_21.adicht,-10.999999999999872,-25.65624999999996
control,nonspecific,controlbla017_5_27_21.adicht,-10.89999999999987,-25.629875132502733
control,nonspecific,controlbla017_5_27_21.adicht,-10.79999999999987,-25.604965656611235
control,nonspecific,controlbla017_5_27_21.adicht,-10.699999999999868,-25.581347039431428
control,nonspecific,controlbla017_5_27_21.adicht,-10.599999999999866,-25.558844748069266
control,nonspecific,controlbla017_5_27_21.adicht,-10.499999999999865,-25.537284249630684
control,nonspecific,controlbla017_5_27_21.adicht,-10.399999999999864,-25.516491011221646
control,nonspecific,controlbla017_5_27_21.adicht,-10.299999999999862,-25.49629049994811
control,nonspecific,controlbla017_5_27_21.adicht,-10.19999999999986,-25.476508182916014
control,nonspecific,controlbla017_5_27_21.adicht,-10.09999999999986,-25.45696952723132
control,nonspecific,controlbla017_5_27_21.adicht,-9.999999999999858,-25.43749999999997
control,nonspecific,controlbla017_5_27_21.adicht,-9.899999999999856,-25.417935608771995
control,nonspecific,controlbla017_5_27_21.adicht,-9.799999999999855,-25.398154522873693
control,nonspecific,controlbla017_5_27_21.adicht,-9.699999999999854,-25.37804545207544
control,nonspecific,controlbla017_5_27_21.adicht,-9.599999999999852,-25.357497106147594
control,nonspecific,controlbla017_5_27_21.adicht,-9.49999999999985,-25.33639819486053
control,nonspecific,controlbla017_5_27_21.adicht,-9.39999999999985,-25.314637427984625
control,nonspecific,controlbla017_5_27_21.adicht,-9.299999999999848,-25.292103515290243
control,nonspecific,controlbla017_5_27_21.adicht,-9.199999999999847,-25.26868516654776
control,nonspecific,controlbla017_5_27_21.adicht,-9.099999999999845,-25.24427109152754
control,nonspecific,controlbla017_5_27_21.adicht,-8.999999999999844,-25.218749999999964
control,nonspecific,controlbla017_5_27_21.adicht,-8.899999999999842,-25.192038682409095
control,nonspecific,controlbla017_5_27_21.adicht,-8.79999999999984,-25.164166251893793
control,nonspecific,controlbla017_5_27_21.adicht,-8.69999999999984,-25.13518990226663
control,nonspecific,controlbla017_5_27_21.adicht,-8.599999999999838,-25.10516682734018
control,nonspecific,controlbla017_5_27_21.adicht,-8.499999999999837,-25.074154220927
control,nonspecific,controlbla017_5_27_21.adicht,-8.399999999999835,-25.042209276839657
control,nonspecific,controlbla017_5_27_21.adicht,-8.299999999999834,-25.009389188890708
control,nonspecific,controlbla017_5_27_21.adicht,-8.199999999999832,-24.975751150892727
control,nonspecific,controlbla017_5_27_21.adicht,-8.099999999999831,-24.941352356658285
control,nonspecific,controlbla017_5_27_21.adicht,-7.9999999999998295,-24.90624999999994
control,nonspecific,controlbla017_5_27_21.adicht,-7.899999999999828,-24.870503411591397
control,nonspecific,controlbla017_5_27_21.adicht,-7.799999999999827,-24.83418046955088
control,nonspecific,controlbla017_5_27_21.adicht,-7.699999999999825,-24.79735118885776
control,nonspecific,controlbla017_5_27_21.adicht,-7.599999999999824,-24.76008558449141
control,nonspecific,controlbla017_5_27_21.adicht,-7.499999999999822,-24.72245367143119
control,nonspecific,controlbla017_5_27_21.adicht,-7.399999999999821,-24.68452546465647
control,nonspecific,controlbla017_5_27_21.adicht,-7.2999999999998195,-24.646370979146614
control,nonspecific,controlbla017_5_27_21.adicht,-7.199999999999818,-24.608060229880998
control,nonspecific,controlbla017_5_27_21.adicht,-7.099999999999817,-24.569663231838984
control,nonspecific,controlbla017_5_27_21.adicht,-6.999999999999815,-24.531249999999932
control,nonspecific,controlbla017_5_27_21.adicht,-6.899999999999814,-24.492853921224985
control,nonspecific,controlbla017_5_27_21.adicht,-6.799999999999812,-24.45436186990234
control,nonspecific,controlbla017_5_27_21.adicht,-6.699999999999811,-24.415624092301965
control,nonspecific,controlbla017_5_27_21.adicht,-6.59999999999981,-24.376490834693815
control,nonspecific,controlbla017_5_27_21.adicht,-6.499999999999808,-24.33681234334787
control,nonspecific,controlbla017_5_27_21.adicht,-6.399999999999807,-24.29643886453409
control,nonspecific,controlbla017_5_27_21.adicht,-6.299999999999805,-24.255220644522428
control,nonspecific,controlbla017_5_27_21.adicht,-6.199999999999804,-24.213007929582872
control,nonspecific,controlbla017_5_27_21.adicht,-6.0999999999998025,-24.16965096598538
control,nonspecific,controlbla017_5_27_21.adicht,-5.999999999999801,-24.124999999999915
control,nonspecific,controlbla017_5_27_21.adicht,-5.8999999999998,-24.078174653508228
control,nonspecific,controlbla017_5_27_21.adicht,-5.799999999999798,-23.726860988075483
control,nonspecific,controlbla017_5_27_21.adicht,-5.699999999999797,-23.309115792856684
control,nonspecific,controlbla017_5_27_21.adicht,-5.599999999999795,-22.833669615844766
control,nonspecific,controlbla017_5_27_21.adicht,-5.499999999999794,-22.2962720653233
control,nonspecific,controlbla017_5_27_21.adicht,-5.3999999999997925,-21.782462121986622
control,nonspecific,controlbla017_5_27_21.adicht,-5.299999999999791,-21.494468122833
control,nonspecific,controlbla017_5_27_21.adicht,-5.19999999999979,-21.157131439182876
control,nonspecific,controlbla017_5_27_21.adicht,-5.099999999999788,-20.76496956643771
control,nonspecific,controlbla017_5_27_21.adicht,-4.999999999999787,-20.312499999998966
control,nonspecific,controlbla017_5_27_21.adicht,-4.899999999999785,-19.795350505097336
control,nonspecific,controlbla017_5_27_21.adicht,-4.799999999999784,-19.21358992628032
control,nonspecific,controlbla017_5_27_21.adicht,-4.699999999999783,-18.56839737792466
control,nonspecific,controlbla017_5_27_21.adicht,-4.599999999999781,-17.86095197440707
control,nonspecific,controlbla017_5_27_21.adicht,-4.49999999999978,-17.092432830104276
control,nonspecific,controlbla017_5_27_21.adicht,-4.399999999999778,-16.264019059392997
control,nonspecific,controlbla017_5_27_21.adicht,-4.299999999999777,-15.37688977664996
control,nonspecific,controlbla017_5_27_21.adicht,-4.1999999999997755,-14.43222409625189
control,nonspecific,controlbla017_5_27_21.adicht,-4.099999999999774,-13.431201132575506
control,nonspecific,controlbla017_5_27_21.adicht,-3.9999999999997726,-12.374999999997538
control,nonspecific,controlbla017_5_27_21.adicht,-3.899999999999771,-11.265949718347192
control,nonspecific,controlbla017_5_27_21.adicht,-3.79999999999977,-10.110978929263643
control,nonspecific,controlbla017_5_27_21.adicht,-3.6999999999997684,-8.918166179838533
control,nonspecific,controlbla017_5_27_21.adicht,-3.599999999999767,-7.695590017163503
control,nonspecific,controlbla017_5_27_21.adicht,-3.4999999999997655,-6.451328988330195
control,nonspecific,controlbla017_5_27_21.adicht,-3.399999999999764,-5.193461640430257
control,nonspecific,controlbla017_5_27_21.adicht,-3.2999999999997627,-3.9300665205553305
control,nonspecific,controlbla017_5_27_21.adicht,-3.1999999999997613,-2.669222175797058
control,nonspecific,controlbla017_5_27_21.adicht,-3.09999999999976,-1.419007153247085
control,nonspecific,controlbla017_5_27_21.adicht,-2.9999999999997584,-0.18749999999705302
control,nonspecific,controlbla017_5_27_21.adicht,-2.899999999999757,1.0183993785005572
control,nonspecific,controlbla017_5_27_21.adicht,-2.7999999999997556,2.196505643349896
control,nonspecific,controlbla017_5_27_21.adicht,-2.699999999999754,3.345812097294257
control,nonspecific,controlbla017_5_27_21.adicht,-2.5999999999997527,4.4653120430769375
control,nonspecific,controlbla017_5_27_21.adicht,-2.4999999999997513,5.553998783441234
control,nonspecific,controlbla017_5_27_21.adicht,-2.39999999999975,6.610865621130442
control,nonspecific,controlbla017_5_27_21.adicht,-2.2999999999997485,7.634905858887857
control,nonspecific,controlbla017_5_27_21.adicht,-2.199999999999747,8.625112799456774
control,nonspecific,controlbla017_5_27_21.adicht,-2.0999999999997456,9.580479745580492
control,nonspecific,controlbla017_5_27_21.adicht,-1.9999999999997442,10.500000000002304
control,nonspecific,controlbla017_5_27_21.adicht,-1.8999999999997428,11.382758454361369
control,nonspecific,controlbla017_5_27_21.adicht,-1.7999999999997414,12.228206355880287
control,nonspecific,controlbla017_5_27_21.adicht,-1.69999999999974,13.035886540677515
control,nonspecific,controlbla017_5_27_21.adicht,-1.5999999999997385,13.805341844871515
control,nonspecific,controlbla017_5_27_21.adicht,-1.499999999999737,14.536115104580741
control,nonspecific,controlbla017_5_27_21.adicht,-1.3999999999997357,15.227749155923657
control,nonspecific,controlbla017_5_27_21.adicht,-1.2999999999997343,15.956898344878915
control,nonspecific,controlbla017_5_27_21.adicht,-1.1999999999997328,16.65857386159881
control,nonspecific,controlbla017_5_27_21.adicht,-1.0999999999997314,17.3082516607796
control,nonspecific,controlbla017_5_27_21.adicht,-0.99999999999973,17.906250000001545
control,nonspecific,controlbla017_5_27_21.adicht,-0.8999999999997286,18.452867007082762
control,nonspecific,controlbla017_5_27_21.adicht,-0.7999999999997272,18.754054911714352
control,nonspecific,controlbla017_5_27_21.adicht,-0.6999999999997257,18.936204240007726
control,nonspecific,controlbla017_5_27_21.adicht,-0.5999999999997243,19.300070577448526
control,nonspecific,controlbla017_5_27_21.adicht,-0.4999999999997229,19.621853298246776
control,nonspecific,controlbla017_5_27_21.adicht,-0.39999999999972147,19.901387755185354
control,nonspecific,controlbla017_5_27_21.adicht,-0.29999999999972005,20.138509301047126
control,nonspecific,controlbla017_5_27_21.adicht,-0.19999999999971863,20.333053288614952
control,nonspecific,controlbla017_5_27_21.adicht,-0.0999999999997172,20.484855070671706
control,nonspecific,controlbla017_5_27_21.adicht,2.8421709430404007e-13,20.374999999999396
control,nonspecific,controlbla017_5_27_21.adicht,0.10000000000028564,20.425935901576164
control,nonspecific,controlbla017_5_27_21.adicht,0.20000000000028706,20.490266200096844
control,nonspecific,controlbla017_5_27_21.adicht,0.3000000000002885,20.506119171576774
control,nonspecific,controlbla017_5_27_21.adicht,0.4000000000002899,20.474123092030283
control,nonspecific,controlbla017_5_27_21.adicht,0.5000000000002913,20.272031070945175
control,nonspecific,controlbla017_5_27_21.adicht,0.6000000000002927,19.874828489556545
control,nonspecific,controlbla017_5_27_21.adicht,0.7000000000002942,19.44181875712988
control,nonspecific,controlbla017_5_27_21.adicht,0.8000000000002956,18.982976173042115
control,nonspecific,controlbla017_5_27_21.adicht,0.900000000000297,18.71544984956742
control,nonspecific,controlbla017_5_27_21.adicht,1.0000000000002984,18.406249999999016
control,nonspecific,controlbla017_5_27_21.adicht,1.1000000000002998,18.056231650607266
control,nonspecific,controlbla017_5_27_21.adicht,1.2000000000003013,17.666613605361807
control,nonspecific,controlbla017_5_27_21.adicht,1.3000000000003027,17.23870561265708
control,nonspecific,controlbla017_5_27_21.adicht,1.4000000000003041,16.773817420887525
control,nonspecific,controlbla017_5_27_21.adicht,1.5000000000003055,16.2732587784476
control,nonspecific,controlbla017_5_27_21.adicht,1.600000000000307,15.738339433731738
control,nonspecific,controlbla017_5_27_21.adicht,1.7000000000003084,15.170369135134393
control,nonspecific,controlbla017_5_27_21.adicht,1.8000000000003098,14.570657631050008
control,nonspecific,controlbla017_5_27_21.adicht,1.9000000000003112,13.940514669873025
control,nonspecific,controlbla017_5_27_21.adicht,2.0000000000003126,13.281249999997897
control,nonspecific,controlbla017_5_27_21.adicht,2.100000000000314,12.559698827326322
control,nonspecific,controlbla017_5_27_21.adicht,2.2000000000003155,11.749573972454698
control,nonspecific,controlbla017_5_27_21.adicht,2.300000000000317,10.914792747263778
control,nonspecific,controlbla017_5_27_21.adicht,2.4000000000003183,10.056772463634637
control,nonspecific,controlbla017_5_27_21.adicht,2.5000000000003197,9.176930433448335
control,nonspecific,controlbla017_5_27_21.adicht,2.600000000000321,8.276683968585946
control,nonspecific,controlbla017_5_27_21.adicht,2.7000000000003226,7.357450380928531
control,nonspecific,controlbla017_5_27_21.adicht,2.800000000000324,6.420646982357159
control,nonspecific,controlbla017_5_27_21.adicht,2.9000000000003254,5.467691084752898
control,nonspecific,controlbla017_5_27_21.adicht,3.000000000000327,4.499999999996814
control,nonspecific,controlbla017_5_27_21.adicht,3.1000000000003283,3.5189478274970485
control,nonspecific,controlbla017_5_27_21.adicht,3.2000000000003297,2.52573581677005
control,nonspecific,controlbla017_5_27_21.adicht,3.300000000000331,1.5215220048593399
control,nonspecific,controlbla017_5_27_21.adicht,3.4000000000003325,0.5074644288084427
control,nonspecific,controlbla017_5_27_21.adicht,3.500000000000334,-0.5152788743391195
control,nonspecific,controlbla017_5_27_21.adicht,3.6000000000003354,-1.545549867539822
control,nonspecific,controlbla017_5_27_21.adicht,3.700000000000337,-2.5821905137501426
control,nonspecific,controlbla017_5_27_21.adicht,3.800000000000338,-3.6240427759265588
control,nonspecific,controlbla017_5_27_21.adicht,3.9000000000003396,-4.669948617025545
control,nonspecific,controlbla017_5_27_21.adicht,4.000000000000341,-5.718750000003579
control,nonspecific,controlbla017_5_27_21.adicht,4.1000000000003425,-6.76942763733359
control,nonspecific,controlbla017_5_27_21.adicht,4.200000000000344,-7.821517239554287
control,nonspecific,controlbla017_5_27_21.adicht,4.300000000000345,-8.874693266720827
control,nonspecific,controlbla017_5_27_21.adicht,4.400000000000347,-9.92863017888838
control,nonspecific,controlbla017_5_27_21.adicht,4.500000000000348,-10.983002436112093
control,nonspecific,controlbla017_5_27_21.adicht,4.60000000000035,-12.037484498447133
control,nonspecific,controlbla017_5_27_21.adicht,4.700000000000351,-13.091750825948656
control,nonspecific,controlbla017_5_27_21.adicht,4.800000000000352,-14.145475878671824
control,nonspecific,controlbla017_5_27_21.adicht,4.900000000000354,-15.198334116671798
control,nonspecific,controlbla017_5_27_21.adicht,5.000000000000355,-16.250000000003734
control,nonspecific,controlbla017_5_27_21.adicht,5.100000000000357,-17.299987278184076
control,nonspecific,controlbla017_5_27_21.adicht,5.200000000000358,-18.347166858574422
control,nonspecific,controlbla017_5_27_21.adicht,5.3000000000003595,-19.39024893799766
control,nonspecific,controlbla017_5_27_21.adicht,5.400000000000361,-20.42794371327667
control,nonspecific,controlbla017_5_27_21.adicht,5.500000000000362,-21.458961381234342
control,nonspecific,controlbla017_5_27_21.adicht,5.600000000000364,-22.482012138693563
control,nonspecific,controlbla017_5_27_21.adicht,5.700000000000365,-23.49580618247721
control,nonspecific,controlbla017_5_27_21.adicht,5.800000000000367,-24.499053709408173
control,nonspecific,controlbla017_5_27_21.adicht,5.900000000000368,-25.490464916309342
control,nonspecific,controlbla017_5_27_21.adicht,6.0000000000003695,-26.46875000000359
control,nonspecific,controlbla017_5_27_21.adicht,6.100000000000371,-27.423058253291767
control,nonspecific,controlbla017_5_27_21.adicht,6.200000000000372,-28.210703856591575
control,nonspecific,controlbla017_5_27_21.adicht,6.300000000000374,-28.987315865874194
control,nonspecific,controlbla017_5_27_21.adicht,6.400000000000375,-29.75227333711142
control,nonspecific,controlbla017_5_27_21.adicht,6.500000000000377,-30.50495532627507
control,nonspecific,controlbla017_5_27_21.adicht,6.600000000000378,-31.244740889336928
control,nonspecific,controlbla017_5_27_21.adicht,6.700000000000379,-31.9710090822688
control,nonspecific,controlbla017_5_27_21.adicht,6.800000000000381,-32.6831389610425
control,nonspecific,controlbla017_5_27_21.adicht,6.900000000000382,-33.38050958162983
control,nonspecific,controlbla017_5_27_21.adicht,7.000000000000384,-34.06250000000258
control,nonspecific,controlbla017_5_27_21.adicht,7.100000000000385,-34.72871438675685
control,nonspecific,controlbla017_5_27_21.adicht,7.2000000000003865,-35.37965737098581
control,nonspecific,controlbla017_5_27_21.adicht,7.300000000000388,-36.01605869640693
control,nonspecific,controlbla017_5_27_21.adicht,7.400000000000389,-36.63864810673767
control,nonspecific,controlbla017_5_27_21.adicht,7.500000000000391,-37.2481553456955
control,nonspecific,controlbla017_5_27_21.adicht,7.600000000000392,-37.84531015699789
control,nonspecific,controlbla017_5_27_21.adicht,7.700000000000394,-38.43084228436229
control,nonspecific,controlbla017_5_27_21.adicht,7.800000000000395,-39.00548147150616
control,nonspecific,controlbla017_5_27_21.adicht,7.9000000000003965,-39.569957462146974
control,nonspecific,controlbla017_5_27_21.adicht,8.000000000000398,-40.125000000002714
control,nonspecific,controlbla017_5_27_21.adicht,8.1000000000004,-40.798508831376
control,nonspecific,controlbla017_5_27_21.adicht,8.2000000000004,-41.457474430054944
control,nonspecific,controlbla017_5_27_21.adicht,8.300000000000402,-42.10174560568548
control,nonspecific,controlbla017_5_27_21.adicht,8.400000000000404,-42.73117116791354
control,nonspecific,controlbla017_5_27_21.adicht,8.500000000000405,-43.34559992638504
control,nonspecific,controlbla017_5_27_21.adicht,8.600000000000406,-43.94488069074595
control,nonspecific,controlbla017_5_27_21.adicht,8.700000000000408,-44.52886227064218
control,nonspecific,controlbla017_5_27_21.adicht,8.80000000000041,-45.09739347571967
control,nonspecific,controlbla017_5_27_21.adicht,8.90000000000041,-45.65032311562436
control,nonspecific,controlbla017_5_27_21.adicht,9.000000000000412,-46.18750000000219
control,nonspecific,controlbla017_5_27_21.adicht,9.100000000000414,-46.647924525861775
control,nonspecific,controlbla017_5_27_21.adicht,9.200000000000415,-47.0645669829518
control,nonspecific,controlbla017_5_27_21.adicht,9.300000000000416,-47.47323501586889
control,nonspecific,controlbla017_5_27_21.adicht,9.400000000000418,-47.96205839083053
control,nonspecific,controlbla017_5_27_21.adicht,9.50000000000042,-48.43458889057704
control,nonspecific,controlbla017_5_27_21.adicht,9.60000000000042,-48.89110227907755
control,nonspecific,controlbla017_5_27_21.adicht,9.700000000000422,-49.331874320301175
control,nonspecific,controlbla017_5_27_21.adicht,9.800000000000423,-49.75718077821698
control,nonspecific,controlbla017_5_27_21.adicht,9.900000000000425,-50.16729741679411
control,nonspecific,controlbla017_5_27_21.adicht,10.000000000000426,-50.56250000000165
control,nonspecific,controlbla017_5_27_21.adicht,10.100000000000428,-50.94302812094876
control,nonspecific,controlbla017_5_27_21.adicht,10.20000000000043,-51.308976689304764
