treatment,projection,file,time,mV
control,nonspecific,controlbla001_4_26_21.adicht,-20.0,-35.4375
control,nonspecific,controlbla001_4_26_21.adicht,-19.9,-35.43186789607419
control,nonspecific,controlbla001_4_26_21.adicht,-19.799999999999997,-35.428014351282826
control,nonspecific,controlbla001_4_26_21.adicht,-19.699999999999996,-35.42574174794434
control,nonspecific,controlbla001_4_26_21.adicht,-19.599999999999994,-35.42485246837711
control,nonspecific,controlbla001_4_26_21.adicht,-19.499999999999993,-35.42514889489953
control,nonspecific,controlbla001_4_26_21.adicht,-19.39999999999999,-35.426433409829976
control,nonspecific,controlbla001_4_26_21.adicht,-19.29999999999999,-35.42850839548685
control,nonspecific,controlbla001_4_26_21.adicht,-19.19999999999999,-35.431176234188555
control,nonspecific,controlbla001_4_26_21.adicht,-19.099999999999987,-35.434239308253474
control,nonspecific,controlbla001_4_26_21.adicht,-18.999999999999986,-35.4375
control,nonspecific,controlbla001_4_26_21.adicht,-18.899999999999984,-35.44076069174652
control,nonspecific,controlbla001_4_26_21.adicht,-18.799999999999983,-35.443823765811445
control,nonspecific,controlbla001_4_26_21.adicht,-18.69999999999998,-35.44649160451315
control,nonspecific,controlbla001_4_26_21.adicht,-18.59999999999998,-35.448566590170024
control,nonspecific,controlbla001_4_26_21.adicht,-18.49999999999998,-35.44985110510047
control,nonspecific,controlbla001_4_26_21.adicht,-18.399999999999977,-35.45014753162289
control,nonspecific,controlbla001_4_26_21.adicht,-18.299999999999976,-35.44925825205566
control,nonspecific,controlbla001_4_26_21.adicht,-18.199999999999974,-35.44698564871717
control,nonspecific,controlbla001_4_26_21.adicht,-18.099999999999973,-35.44313210392582
control,nonspecific,controlbla001_4_26_21.adicht,-17.99999999999997,-35.4375
control,nonspecific,controlbla001_4_26_21.adicht,-17.89999999999997,-35.42999558693971
control,nonspecific,controlbla001_4_26_21.adicht,-17.79999999999997,-35.42094058547139
control,nonspecific,controlbla001_4_26_21.adicht,-17.699999999999967,-35.410760584003064
control,nonspecific,controlbla001_4_26_21.adicht,-17.599999999999966,-35.399881170942784
control,nonspecific,controlbla001_4_26_21.adicht,-17.499999999999964,-35.38872793469857
control,nonspecific,controlbla001_4_26_21.adicht,-17.399999999999963,-35.37772646367848
control,nonspecific,controlbla001_4_26_21.adicht,-17.29999999999996,-35.367302346290536
control,nonspecific,controlbla001_4_26_21.adicht,-17.19999999999996,-35.35788117094278
control,nonspecific,controlbla001_4_26_21.adicht,-17.09999999999996,-35.34988852604325
control,nonspecific,controlbla001_4_26_21.adicht,-16.999999999999957,-35.34375
control,nonspecific,controlbla001_4_26_21.adicht,-16.899999999999956,-35.33975696049461
control,nonspecific,controlbla001_4_26_21.adicht,-16.799999999999955,-35.337663892303
control,nonspecific,controlbla001_4_26_21.adicht,-16.699999999999953,-35.33709105947459
control,nonspecific,controlbla001_4_26_21.adicht,-16.59999999999995,-35.33765872605885
control,nonspecific,controlbla001_4_26_21.adicht,-16.49999999999995,-35.33898715610524
control,nonspecific,controlbla001_4_26_21.adicht,-16.39999999999995,-35.340696613663205
control,nonspecific,controlbla001_4_26_21.adicht,-16.299999999999947,-35.34240736278221
control,nonspecific,controlbla001_4_26_21.adicht,-16.199999999999946,-35.343739667511706
control,nonspecific,controlbla001_4_26_21.adicht,-16.099999999999945,-35.34431379190115
control,nonspecific,controlbla001_4_26_21.adicht,-15.999999999999943,-35.34375
control,nonspecific,controlbla001_4_26_21.adicht,-15.899999999999942,-35.34175782108182
control,nonspecific,controlbla001_4_26_21.adicht,-15.79999999999994,-35.338403845316634
control,nonspecific,controlbla001_4_26_21.adicht,-15.699999999999939,-35.33384392809859
control,nonspecific,controlbla001_4_26_21.adicht,-15.599999999999937,-35.328233924821824
control,nonspecific,controlbla001_4_26_21.adicht,-15.499999999999936,-35.32172969088048
control,nonspecific,controlbla001_4_26_21.adicht,-15.399999999999935,-35.3144870816687
control,nonspecific,controlbla001_4_26_21.adicht,-15.299999999999933,-35.306661952580626
control,nonspecific,controlbla001_4_26_21.adicht,-15.199999999999932,-35.29841015901037
control,nonspecific,controlbla001_4_26_21.adicht,-15.09999999999993,-35.28988755635213
control,nonspecific,controlbla001_4_26_21.adicht,-14.999999999999929,-35.28125
control,nonspecific,controlbla001_4_26_21.adicht,-14.899999999999928,-35.2726180051781
control,nonspecific,controlbla001_4_26_21.adicht,-14.799999999999926,-35.263970726430465
control,nonspecific,controlbla001_4_26_21.adicht,-14.699999999999925,-35.25525197813104
control,nonspecific,controlbla001_4_26_21.adicht,-14.599999999999923,-35.246405574653835
control,nonspecific,controlbla001_4_26_21.adicht,-14.499999999999922,-35.237375330372814
control,nonspecific,controlbla001_4_26_21.adicht,-14.39999999999992,-35.22810505966198
control,nonspecific,controlbla001_4_26_21.adicht,-14.299999999999919,-35.218538576895284
control,nonspecific,controlbla001_4_26_21.adicht,-14.199999999999918,-35.208619696446746
control,nonspecific,controlbla001_4_26_21.adicht,-14.099999999999916,-35.19829223269032
control,nonspecific,controlbla001_4_26_21.adicht,-13.999999999999915,-35.187499999999986
control,nonspecific,controlbla001_4_26_21.adicht,-13.899999999999913,-35.17620765820575
control,nonspecific,controlbla001_4_26_21.adicht,-13.799999999999912,-35.1644632489615
control,nonspecific,controlbla001_4_26_21.adicht,-13.69999999999991,-35.15233565937721
control,nonspecific,controlbla001_4_26_21.adicht,-13.599999999999909,-35.1398937765628
control,nonspecific,controlbla001_4_26_21.adicht,-13.499999999999908,-35.12720648762821
control,nonspecific,controlbla001_4_26_21.adicht,-13.399999999999906,-35.11434267968335
control,nonspecific,controlbla001_4_26_21.adicht,-13.299999999999905,-35.101371239838166
control,nonspecific,controlbla001_4_26_21.adicht,-13.199999999999903,-35.08836105520258
control,nonspecific,controlbla001_4_26_21.adicht,-13.099999999999902,-35.07538101288655
control,nonspecific,controlbla001_4_26_21.adicht,-12.9999999999999,-35.062499999999986
control,nonspecific,controlbla001_4_26_21.adicht,-12.899999999999899,-35.049770111998875
control,nonspecific,controlbla001_4_26_21.adicht,-12.799999999999898,-35.037176277723475
control,nonspecific,controlbla001_4_26_21.adicht,-12.699999999999896,-35.024686634360044
control,nonspecific,controlbla001_4_26_21.adicht,-12.599999999999895,-35.0122693190949
control,nonspecific,controlbla001_4_26_21.adicht,-12.499999999999893,-34.99989246911429
control,nonspecific,controlbla001_4_26_21.adicht,-12.399999999999892,-34.98752422160457
control,nonspecific,controlbla001_4_26_21.adicht,-12.29999999999989,-34.97513271375198
control,nonspecific,controlbla001_4_26_21.adicht,-12.19999999999989,-34.96268608274283
control,nonspecific,controlbla001_4_26_21.adicht,-12.099999999999888,-34.950152465763395
control,nonspecific,controlbla001_4_26_21.adicht,-11.999999999999886,-34.93749999999999
control,nonspecific,controlbla001_4_26_21.adicht,-11.899999999999885,-34.92471189379866
control,nonspecific,controlbla001_4_26_21.adicht,-11.799999999999883,-34.911831640144534
control,nonspecific,controlbla001_4_26_21.adicht,-11.699999999999882,-34.898917803182535
control,nonspecific,controlbla001_4_26_21.adicht,-11.59999999999988,-34.88602894705756
control,nonspecific,controlbla001_4_26_21.adicht,-11.49999999999988,-34.87322363591451
control,nonspecific,controlbla001_4_26_21.adicht,-11.399999999999878,-34.860560433898314
control,nonspecific,controlbla001_4_26_21.adicht,-11.299999999999876,-34.84809790515386
control,nonspecific,controlbla001_4_26_21.adicht,-11.199999999999875,-34.83589461382604
control,nonspecific,controlbla001_4_26_21.adicht,-11.099999999999874,-34.824009124059785
control,nonspecific,controlbla001_4_26_21.adicht,-10.999999999999872,-34.812499999999986
control,nonspecific,controlbla001_4_26_21.adicht,-10.89999999999987,-34.801444812806416
control,nonspecific,controlbla001_4_26_21.adicht,-10.79999999999987,-34.79099716169831
control,nonspecific,controlbla001_4_26_21.adicht,-10.699999999999868,-34.78132965290973
control,nonspecific,controlbla001_4_26_21.adicht,-10.599999999999866,-34.77261489267479
control,nonspecific,controlbla001_4_26_21.adicht,-10.499999999999865,-34.76502548722755
control,nonspecific,controlbla001_4_26_21.adicht,-10.399999999999864,-34.7587340428021
control,nonspecific,controlbla001_4_26_21.adicht,-10.299999999999862,-34.75391316563254
control,nonspecific,controlbla001_4_26_21.adicht,-10.19999999999986,-34.75073546195294
control,nonspecific,controlbla001_4_26_21.adicht,-10.09999999999986,-34.7493735379974
control,nonspecific,controlbla001_4_26_21.adicht,-9.999999999999858,-34.75000000000001
control,nonspecific,controlbla001_4_26_21.adicht,-9.899999999999856,-34.7526651049756
control,nonspecific,controlbla001_4_26_21.adicht,-9.799999999999855,-34.75692971306217
control,nonspecific,controlbla001_4_26_21.adicht,-9.699999999999854,-34.762232335178474
control,nonspecific,controlbla001_4_26_21.adicht,-9.599999999999852,-34.76801148224325
control,nonspecific,controlbla001_4_26_21.adicht,-9.49999999999985,-34.77370566517526
control,nonspecific,controlbla001_4_26_21.adicht,-9.39999999999985,-34.77875339489324
control,nonspecific,controlbla001_4_26_21.adicht,-9.299999999999848,-34.78259318231595
control,nonspecific,controlbla001_4_26_21.adicht,-9.199999999999847,-34.78466353836215
control,nonspecific,controlbla001_4_26_21.adicht,-9.099999999999845,-34.784402973950584
control,nonspecific,controlbla001_4_26_21.adicht,-8.999999999999844,-34.78124999999999
control,nonspecific,controlbla001_4_26_21.adicht,-8.899999999999842,-34.77476976729117
control,nonspecific,controlbla001_4_26_21.adicht,-8.79999999999984,-34.765033986052984
control,nonspecific,controlbla001_4_26_21.adicht,-8.69999999999984,-34.75224100637636
control,nonspecific,controlbla001_4_26_21.adicht,-8.599999999999838,-34.7365891783522
control,nonspecific,controlbla001_4_26_21.adicht,-8.499999999999837,-34.71827685207141
control,nonspecific,controlbla001_4_26_21.adicht,-8.399999999999835,-34.69750237762491
control,nonspecific,controlbla001_4_26_21.adicht,-8.299999999999834,-34.6744641051036
control,nonspecific,controlbla001_4_26_21.adicht,-8.199999999999832,-34.6493603845984
control,nonspecific,controlbla001_4_26_21.adicht,-8.099999999999831,-34.62238956620021
control,nonspecific,controlbla001_4_26_21.adicht,-7.9999999999998295,-34.59374999999995
control,nonspecific,controlbla001_4_26_21.adicht,-7.899999999999828,-34.563818325859636
control,nonspecific,controlbla001_4_26_21.adicht,-7.799999999999827,-34.53368434272578
control,nonspecific,controlbla001_4_26_21.adicht,-7.699999999999825,-34.50461613931597
control,nonspecific,controlbla001_4_26_21.adicht,-7.599999999999824,-34.47788180434782
control,nonspecific,controlbla001_4_26_21.adicht,-7.499999999999822,-34.45474942653895
control,nonspecific,controlbla001_4_26_21.adicht,-7.399999999999821,-34.43648709460697
control,nonspecific,controlbla001_4_26_21.adicht,-7.2999999999998195,-34.42436289726947
control,nonspecific,controlbla001_4_26_21.adicht,-7.199999999999818,-34.41964492324408
control,nonspecific,controlbla001_4_26_21.adicht,-7.099999999999817,-34.4236012612484
control,nonspecific,controlbla001_4_26_21.adicht,-6.999999999999815,-34.437500000000036
control,nonspecific,controlbla001_4_26_21.adicht,-6.899999999999814,-34.4610194292701
control,nonspecific,controlbla001_4_26_21.adicht,-6.799999999999812,-34.48747864304374
control,nonspecific,controlbla001_4_26_21.adicht,-6.699999999999811,-34.5086069363596
control,nonspecific,controlbla001_4_26_21.adicht,-6.59999999999981,-34.51613360425631
control,nonspecific,controlbla001_4_26_21.adicht,-6.499999999999808,-34.497182280923184
control,nonspecific,controlbla001_4_26_21.adicht,-6.399999999999807,-34.457299243946984
control,nonspecific,controlbla001_4_26_21.adicht,-6.299999999999805,-34.374396805818215
control,nonspecific,controlbla001_4_26_21.adicht,-6.199999999999804,-34.24480992242494
control,nonspecific,controlbla001_4_26_21.adicht,-6.0999999999998025,-34.0602678888058
control,nonspecific,controlbla001_4_26_21.adicht,-5.999999999999801,-33.81250000000002
control,nonspecific,controlbla001_4_26_21.adicht,-5.8999999999998,-33.82348890625419
control,nonspecific,controlbla001_4_26_21.adicht,-5.799999999999798,-33.83195789048881
control,nonspecific,controlbla001_4_26_21.adicht,-5.699999999999797,-33.827259097940015
control,nonspecific,controlbla001_4_26_21.adicht,-5.599999999999795,-33.79874467384396
control,nonspecific,controlbla001_4_26_21.adicht,-5.499999999999794,-33.73576676343678
control,nonspecific,controlbla001_4_26_21.adicht,-5.3999999999997925,-33.62767751195461
control,nonspecific,controlbla001_4_26_21.adicht,-5.299999999999791,-33.455617915958385
control,nonspecific,controlbla001_4_26_21.adicht,-5.19999999999979,-33.0739780692168
control,nonspecific,controlbla001_4_26_21.adicht,-5.099999999999788,-32.59287122102917
control,nonspecific,controlbla001_4_26_21.adicht,-4.999999999999787,-31.99999999999861
control,nonspecific,controlbla001_4_26_21.adicht,-4.899999999999785,-31.285941959152215
control,nonspecific,controlbla001_4_26_21.adicht,-4.799999999999784,-30.45277434921301
control,nonspecific,controlbla001_4_26_21.adicht,-4.699999999999783,-29.505449345327975
control,nonspecific,controlbla001_4_26_21.adicht,-4.599999999999781,-28.448919122644096
control,nonspecific,controlbla001_4_26_21.adicht,-4.49999999999978,-27.28813585630836
control,nonspecific,controlbla001_4_26_21.adicht,-4.399999999999778,-26.028051721467754
control,nonspecific,controlbla001_4_26_21.adicht,-4.299999999999777,-24.87097283903439
control,nonspecific,controlbla001_4_26_21.adicht,-4.1999999999997755,-23.77657771640627
control,nonspecific,controlbla001_4_26_21.adicht,-4.099999999999774,-22.639996392798643
control,nonspecific,controlbla001_4_26_21.adicht,-3.9999999999997726,-21.468749999997307
control,nonspecific,controlbla001_4_26_21.adicht,-3.899999999999771,-20.267105313528813
control,nonspecific,controlbla001_4_26_21.adicht,-3.79999999999977,-19.026311683882902
control,nonspecific,controlbla001_4_26_21.adicht,-3.6999999999997684,-17.73436410529013
control,nonspecific,controlbla001_4_26_21.adicht,-3.599999999999767,-16.37925757198105
control,nonspecific,controlbla001_4_26_21.adicht,-3.4999999999997655,-14.948987078186208
control,nonspecific,controlbla001_4_26_21.adicht,-3.399999999999764,-13.431547618136166
control,nonspecific,controlbla001_4_26_21.adicht,-3.2999999999997627,-11.814934186061475
control,nonspecific,controlbla001_4_26_21.adicht,-3.1999999999997613,-10.087141776192686
control,nonspecific,controlbla001_4_26_21.adicht,-3.09999999999976,-8.236165382760351
control,nonspecific,controlbla001_4_26_21.adicht,-2.9999999999997584,-6.249999999995028
control,nonspecific,controlbla001_4_26_21.adicht,-2.899999999999757,-4.1165275488012805
control,nonspecific,controlbla001_4_26_21.adicht,-2.7999999999997556,-1.04344633159607
control,nonspecific,controlbla001_4_26_21.adicht,-2.699999999999754,2.187017660101408
control,nonspecific,controlbla001_4_26_21.adicht,-2.5999999999997527,5.542638434770219
control,nonspecific,controlbla001_4_26_21.adicht,-2.4999999999997513,8.991190000889427
control,nonspecific,controlbla001_4_26_21.adicht,-2.39999999999975,12.500446366938094
control,nonspecific,controlbla001_4_26_21.adicht,-2.2999999999997485,16.03818154139529
control,nonspecific,controlbla001_4_26_21.adicht,-2.199999999999747,19.57216953274007
control,nonspecific,controlbla001_4_26_21.adicht,-2.0999999999997456,23.070184349451505
control,nonspecific,controlbla001_4_26_21.adicht,-1.9999999999997442,26.500000000008658
control,nonspecific,controlbla001_4_26_21.adicht,-1.8999999999997428,29.83252675865813
control,nonspecific,controlbla001_4_26_21.adicht,-1.7999999999997414,33.05121996271657
control,nonspecific,controlbla001_4_26_21.adicht,-1.69999999999974,36.142671215268145
control,nonspecific,controlbla001_4_26_21.adicht,-1.5999999999997385,39.09347211939697
control,nonspecific,controlbla001_4_26_21.adicht,-1.499999999999737,41.890214278187216
control,nonspecific,controlbla001_4_26_21.adicht,-1.3999999999997357,44.519489294723
control,nonspecific,controlbla001_4_26_21.adicht,-1.2999999999997343,46.9678887720885
control,nonspecific,controlbla001_4_26_21.adicht,-1.1999999999997328,49.17566958852529
control,nonspecific,controlbla001_4_26_21.adicht,-1.0999999999997314,50.701955088103816
control,nonspecific,controlbla001_4_26_21.adicht,-0.99999999999973,52.062500000003446
control,nonspecific,controlbla001_4_26_21.adicht,-0.8999999999997286,53.25663444125795
control,nonspecific,controlbla001_4_26_21.adicht,-0.7999999999997272,54.29042651585449
control,nonspecific,controlbla001_4_26_21.adicht,-0.6999999999997257,55.81977773601934
control,nonspecific,controlbla001_4_26_21.adicht,-0.5999999999997243,57.240126555183544
control,nonspecific,controlbla001_4_26_21.adicht,-0.4999999999997229,58.336559952275714
control,nonspecific,controlbla001_4_26_21.adicht,-0.39999999999972147,58.53350478415805
control,nonspecific,controlbla001_4_26_21.adicht,-0.29999999999972005,58.60279801236498
control,nonspecific,controlbla001_4_26_21.adicht,-0.19999999999971863,58.55246282940308
control,nonspecific,controlbla001_4_26_21.adicht,-0.0999999999997172,58.39052242777893
control,nonspecific,controlbla001_4_26_21.adicht,2.8421709430404007e-13,58.124999999998735
control,nonspecific,controlbla001_4_26_21.adicht,0.10000000000028564,57.6573222033351
control,nonspecific,controlbla001_4_26_21.adicht,0.20000000000028706,57.30874890291798
control,nonspecific,controlbla001_4_26_21.adicht,0.3000000000002885,57.01409071469554
control,nonspecific,controlbla001_4_26_21.adicht,0.4000000000002899,56.94681482059553
control,nonspecific,controlbla001_4_26_21.adicht,0.5000000000002913,56.54030095144266
control,nonspecific,controlbla001_4_26_21.adicht,0.6000000000002927,56.05181300617428
control,nonspecific,controlbla001_4_26_21.adicht,0.7000000000002942,55.48306996159297
control,nonspecific,controlbla001_4_26_21.adicht,0.8000000000002956,54.83579079450134
control,nonspecific,controlbla001_4_26_21.adicht,0.900000000000297,54.37557450525282
control,nonspecific,controlbla001_4_26_21.adicht,1.0000000000002984,53.906249999998494
control,nonspecific,controlbla001_4_26_21.adicht,1.1000000000002998,53.36701416886667
control,nonspecific,controlbla001_4_26_21.adicht,1.2000000000003013,52.75952085204385
control,nonspecific,controlbla001_4_26_21.adicht,1.3000000000003027,52.08503209259178
control,nonspecific,controlbla001_4_26_21.adicht,1.4000000000003041,51.34480993357222
control,nonspecific,controlbla001_4_26_21.adicht,1.5000000000003055,50.17468165870072
control,nonspecific,controlbla001_4_26_21.adicht,1.600000000000307,48.92740399194488
control,nonspecific,controlbla001_4_26_21.adicht,1.7000000000003084,47.62747439259455
control,nonspecific,controlbla001_4_26_21.adicht,1.8000000000003098,46.277465460751614
control,nonspecific,controlbla001_4_26_21.adicht,1.9000000000003112,44.879949796517955
control,nonspecific,controlbla001_4_26_21.adicht,2.0000000000003126,43.43749999999543
control,nonspecific,controlbla001_4_26_21.adicht,2.100000000000314,41.9529560745046
control,nonspecific,controlbla001_4_26_21.adicht,2.2000000000003155,40.430227636240865
control,nonspecific,controlbla001_4_26_21.adicht,2.300000000000317,38.873491704618274
control,nonspecific,controlbla001_4_26_21.adicht,2.4000000000003183,37.286925299050914
control,nonspecific,controlbla001_4_26_21.adicht,2.5000000000003197,35.67470543895285
control,nonspecific,controlbla001_4_26_21.adicht,2.600000000000321,34.041009143738165
control,nonspecific,controlbla001_4_26_21.adicht,2.7000000000003226,32.39001343282091
control,nonspecific,controlbla001_4_26_21.adicht,2.800000000000324,30.72589532561517
control,nonspecific,controlbla001_4_26_21.adicht,2.9000000000003254,29.05283184153501
control,nonspecific,controlbla001_4_26_21.adicht,3.000000000000327,27.374999999994515
control,nonspecific,controlbla001_4_26_21.adicht,3.1000000000003283,25.69616720421236
control,nonspecific,controlbla001_4_26_21.adicht,3.2000000000003297,24.01846239262577
control,nonspecific,controlbla001_4_26_21.adicht,3.300000000000331,22.343604887476587
control,nonspecific,controlbla001_4_26_21.adicht,3.4000000000003325,20.67331401100666
control,nonspecific,controlbla001_4_26_21.adicht,3.500000000000334,19.00930908545782
control,nonspecific,controlbla001_4_26_21.adicht,3.6000000000003354,17.36412422160154
control,nonspecific,controlbla001_4_26_21.adicht,3.700000000000337,15.836664685298196
control,nonspecific,controlbla001_4_26_21.adicht,3.800000000000338,14.322941944147887
control,nonspecific,controlbla001_4_26_21.adicht,3.9000000000003396,12.824716786322764
control,nonspecific,controlbla001_4_26_21.adicht,4.000000000000341,11.34374999999498
control,nonspecific,controlbla001_4_26_21.adicht,4.1000000000003425,9.881525457369733
control,nonspecific,controlbla001_4_26_21.adicht,4.200000000000344,8.438419366784432
control,nonspecific,controlbla001_4_26_21.adicht,4.300000000000345,7.0145310206095335
control,nonspecific,controlbla001_4_26_21.adicht,4.400000000000347,5.609959711215509
control,nonspecific,controlbla001_4_26_21.adicht,4.500000000000348,4.224804730972814
control,nonspecific,controlbla001_4_26_21.adicht,4.60000000000035,2.8591653722519106
control,nonspecific,controlbla001_4_26_21.adicht,4.700000000000351,1.5131409274232628
control,nonspecific,controlbla001_4_26_21.adicht,4.800000000000352,0.186830688857331
control,nonspecific,controlbla001_4_26_21.adicht,4.900000000000354,-1.119666051075422
control,nonspecific,controlbla001_4_26_21.adicht,5.000000000000355,-2.406250000004536
control,nonspecific,controlbla001_4_26_21.adicht,5.100000000000357,-3.6728543238969578
control,nonspecific,controlbla001_4_26_21.adicht,5.200000000000358,-4.919542022069276
control,nonspecific,controlbla001_4_26_21.adicht,5.3000000000003595,-6.146408552175493
control,nonspecific,controlbla001_4_26_21.adicht,5.400000000000361,-7.353549371869603
control,nonspecific,controlbla001_4_26_21.adicht,5.500000000000362,-8.541059938805608
control,nonspecific,controlbla001_4_26_21.adicht,5.600000000000364,-9.709035710637508
control,nonspecific,controlbla001_4_26_21.adicht,5.700000000000365,-10.857572145019294
control,nonspecific,controlbla001_4_26_21.adicht,5.800000000000367,-11.986764699604972
control,nonspecific,controlbla001_4_26_21.adicht,5.900000000000368,-13.096708832048542
control,nonspecific,controlbla001_4_26_21.adicht,6.0000000000003695,-14.187500000003997
control,nonspecific,controlbla001_4_26_21.adicht,6.100000000000371,-15.259170661808747
control,nonspecific,controlbla001_4_26_21.adicht,6.200000000000372,-16.31150127853385
control,nonspecific,controlbla001_4_26_21.adicht,6.300000000000374,-17.344209311933774
control,nonspecific,controlbla001_4_26_21.adicht,6.400000000000375,-18.35701222376298
control,nonspecific,controlbla001_4_26_21.adicht,6.500000000000377,-19.34962747577594
control,nonspecific,controlbla001_4_26_21.adicht,6.600000000000378,-20.32177252972712
control,nonspecific,controlbla001_4_26_21.adicht,6.700000000000379,-21.273164847370982
control,nonspecific,controlbla001_4_26_21.adicht,6.800000000000381,-22.203521890462
control,nonspecific,controlbla001_4_26_21.adicht,6.900000000000382,-23.112561120754638
control,nonspecific,controlbla001_4_26_21.adicht,7.000000000000384,-24.00000000000336
control,nonspecific,controlbla001_4_26_21.adicht,7.100000000000385,-24.865494278891585
control,nonspecific,controlbla001_4_26_21.adicht,7.2000000000003865,-25.708452863818493
control,nonspecific,controlbla001_4_26_21.adicht,7.300000000000388,-26.52822295011222
control,nonspecific,controlbla001_4_26_21.adicht,7.400000000000389,-27.324151733100905
control,nonspecific,controlbla001_4_26_21.adicht,7.500000000000391,-28.09558640811267
control,nonspecific,controlbla001_4_26_21.adicht,7.600000000000392,-28.841874170475652
control,nonspecific,controlbla001_4_26_21.adicht,7.700000000000394,-29.562362215517997
control,nonspecific,controlbla001_4_26_21.adicht,7.800000000000395,-30.25639773856783
control,nonspecific,controlbla001_4_26_21.adicht,7.9000000000003965,-30.923327934953278
control,nonspecific,controlbla001_4_26_21.adicht,8.000000000000398,-31.56250000000249
control,nonspecific,controlbla001_4_26_21.adicht,8.1000000000004,-32.1735397226444
control,nonspecific,controlbla001_4_26_21.adicht,8.2000000000004,-32.757187266211204
control,nonspecific,controlbla001_4_26_21.adicht,8.300000000000402,-33.3144613876359
control,nonspecific,controlbla001_4_26_21.adicht,8.400000000000404,-33.84638084385149
control,nonspecific,controlbla001_4_26_21.adicht,8.500000000000405,-34.35396439179097
control,nonspecific,controlbla001_4_26_21.adicht,8.600000000000406,-34.83823078838733
control,nonspecific,controlbla001_4_26_21.adicht,8.700000000000408,-35.30019879057358
control,nonspecific,controlbla001_4_26_21.adicht,8.80000000000041,-35.74088715528271
control,nonspecific,controlbla001_4_26_21.adicht,8.90000000000041,-36.16131463944772
control,nonspecific,controlbla001_4_26_21.adicht,9.000000000000412,-36.56250000000162
control,nonspecific,controlbla001_4_26_21.adicht,9.100000000000414,-36.94537808054519
control,nonspecific,controlbla001_4_26_21.adicht,9.200000000000415,-37.310548071350524
control,nonspecific,controlbla001_4_26_21.adicht,9.300000000000416,-37.65852524935748
control,nonspecific,controlbla001_4_26_21.adicht,9.400000000000418,-38.05306505266163
control,nonspecific,controlbla001_4_26_21.adicht,9.50000000000042,-38.499749083046055
control,nonspecific,controlbla001_4_26_21.adicht,9.60000000000042,-38.92645318678694
control,nonspecific,controlbla001_4_26_21.adicht,9.700000000000422,-39.33337884711861
control,nonspecific,controlbla001_4_26_21.adicht,9.800000000000423,-39.72072754727536
control,nonspecific,controlbla001_4_26_21.adicht,9.900000000000425,-40.08870077049154
control,nonspecific,controlbla001_4_26_21.adicht,10.000000000000426,-40.43750000000144
control,nonspecific,controlbla001_4_26_21.adicht,10.100000000000428,-40.7674114700866
control,nonspecific,controlbla001_4_26_21.adicht,10.20000000000043,-41.079060419217264
control,nonspecific,controlbla001_4_26_21.adicht,10.30000000000043,-41.37315683691098
control,nonspecific,controlbla001_4_26_21.adicht,10.400000000000432,-41.65041071268521
control,nonspecific,controlbla001_4_26_21.adicht,10.500000000000433,-41.91153203605744
control,nonspecific,controlbla001_4_26_21.adicht,10.600000000000435,-42.157230796545164
control,nonspecific,controlbla001_4_26_21.adicht,10.700000000000436,-42.38821698366588
control,nonspecific,controlbla001_4_26_21.adicht,10.800000000000438,-42.560440498760144
control,nonspecific,controlbla001_4_26_21.adicht,10.90000000000044,-42.674615881866366
control,nonspecific,controlbla001_4_26_21.adicht,11.00000000000044,-42.781250000000455
control,nonspecific,controlbla001_4_26_21.adicht,11.100000000000442,-42.88081986887146
control,nonspecific,controlbla001_4_26_21.adicht,11.200000000000443,-42.97360883719427
control,nonspecific,controlbla001_4_26_21.adicht,11.300000000000445,-43.059851836935195
control,nonspecific,controlbla001_4_26_21.adicht,11.400000000000446,-43.13978380006056
control,nonspecific,controlbla001_4_26_21.adicht,11.500000000000448,-43.2136396585367
control,nonspecific,controlbla001_4_26_21.adicht,11.600000000000449,-43.281654344329915
control,nonspecific,controlbla001_4_26_21.adicht,11.70000000000045,-43.34406278940656
control,nonspecific,controlbla001_4_26_21.adicht,11.800000000000452,-43.401099925732936
control,nonspecific,controlbla001_4_26_21.adicht,11.900000000000453,-43.45300068527538
control,nonspecific,controlbla001_4_26_21.adicht,12.000000000000455,-43.5000000000002
control,nonspecific,controlbla001_4_26_21.adicht,12.100000000000456,-43.54233070315886
control,nonspecific,controlbla001_4_26_21.adicht,12.200000000000458,-43.58021723314333
control,nonspecific,controlbla001_4_26_21.adicht,12.300000000000459,-43.61388192963071
control,nonspecific,controlbla001_4_26_21.adicht,12.40000000000046,-43.64354713229809
control,nonspecific,controlbla001_4_26_21.adicht,12.500000000000462,-43.66943518082258
control,nonspecific,controlbla001_4_26_21.adicht,12.600000000000463,-43.691768414881274
control,nonspecific,controlbla001_4_26_21.adicht,12.700000000000465,-43.71076917415127
control,nonspecific,controlbla001_4_26_21.adicht,12.800000000000466,-43.72665979830966
control,nonspecific,controlbla001_4_26_21.adicht,12.900000000000468,-43.73966262703354
control,nonspecific,controlbla001_4_26_21.adicht,13.000000000000469,-43.75000000000004
control,nonspecific,controlbla001_4_26_21.adicht,13.10000000000047,-43.75785731849427
control,nonspecific,controlbla001_4_26_21.adicht,13.200000000000472,-43.763272230233454
control,nonspecific,controlbla001_4_26_21.adicht,13.300000000000473,-43.76624544454292
control,nonspecific,controlbla001_4_26_21.adicht,13.400000000000475,-43.76677767074791
control,nonspecific,controlbla001_4_26_21.adicht,13.500000000000476,-43.76486961817373
